Uuid,Void/Retire,Same as mappings,Fully specified name:en,Short name:en,Description:en,Data class,Data type,Answers,Members,_version:1,_order:1
89841663-c7c8-4aa2-a9c6-cb4a265fbced,,,Known or likely cause of CKD,,,Question,Coded,dbb84962-8aa9-4d7a-806d-d1d1b356d1fb;123298AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;138729AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;119695AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,1,3
818757cc-9250-4325-b386-a9080b8a0cbd,,,Respiratory depth,Resp depth,Qualitative respiratory depth.,Question,Coded,142887AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;b5c6d7e8-f70e-4b98-1623-def01234567f,,1,2
7224fbf9-de14-466d-b330-e24864feaa26,,,Tuberculosis intake chief symptom,TB intake symptom,Primary tuberculosis-related symptom or complaint selected at intake visit,Question,Coded,140238AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;5622AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;5006AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;832AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;5957AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;150915AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;1488AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;141600AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;133027AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;cc2d3e4f-5061-4723-9b01-c2345678bb02;120749AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,2,2
1361fba1-17d3-4ce3-bd14-185062f1691c,,,Cervical screening comorbid risk factors,Risk factors,Selected comorbid risk factors documented at cervical screening,Question,Coded,117399AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;119481AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;117441AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;9ddbec10-a4a3-4794-b7c8-1592570e2305;155600AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,1,1
f823fb62-2e38-425e-8e7a-5515db0dfa57,,,Motor Skills,Motor Skills,Motor Skills,Question,Coded,112200AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;159405AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;159406AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;159407AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,1,1
058f71c4-f23b-40ee-bef7-20254d34d5b0,,,Cervical cytology result category,Cytology result,Interpreted cervical cytology result category,Question,Coded,664AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;9e486cdf-75c4-417f-9d3b-d9f7c2580faa;145822AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,1,1
993530dd-deff-4217-83d0-9576516b5f32,,,Diabetes comorbidities,DI comorbidities,Checkbox list of comorbid conditions recorded during diabetes intake assessment,Question,Coded,117399AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;117441AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;119816AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;115115AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;139069AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;145438AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,1,2
ba16b8dc-8127-4d58-baf2-66081b84bd54,,,Cervical biopsy histology result,Biopsy result,Histopathology interpretation of cervical biopsy,Question,Coded,1118AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;664AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;120780AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;146299AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;110496AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;5622AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,1,1
4ed3449c-4998-4c8a-8374-e7ba00423a9f,,,Diabetes mellitus type,DM type,Question asking whether the patient has Type 1 or Type 2 diabetes mellitus,Question,Coded,142474AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;142473AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,1,2
68788990-0112-8904-2348-c78a01234567,,,Black Triage Category,Black Triage,Deceased or expectant triage category,Question,Coded,142934AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,1,1
2df0fb84-1367-4cc5-95ed-0991be7ffd99,,,Pulse strength,Pulse strength,Qualitative pulse strength.,Question,Coded,158955AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;124823AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,1,2
45960718-9203-1234-5678-901234890123,,,Postpartum ART Status,Postpartum Status,Question asking about antiretroviral therapy status during postpartum period,Question,Coded,1662AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;38293041-2536-4567-8901-234567123456;49304152-3647-5678-9012-345678234567;50415263-4758-6789-0123-456789345678;61526374-5869-7890-1234-567890456789;142934AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,1,2
5d0c0685-a166-4bd9-95ad-75cced418761,,,Chief complaint set,Chief complaint,Grouping concept for a chief complaint and its notes.,ConvSet,N/A,,5219AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;1a2b3c4d-5e6f-7890-abcd-ef1234567890,1,2
fc6d2e17-4dcc-4d13-819f-488e4913272c,,,New patient diabetes suspicion symptoms,DI suspicion symptoms,Checkbox list of presenting symptoms that suggest a possible new diabetes diagnosis in a new patient,Question,Coded,147241AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;147104AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;117201AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;133006AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;832AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,1,2
16071829-0314-2345-6789-012345901234,,,Antepartum ART Status,Antepartum Status,Question asking about antiretroviral therapy status during antepartum period,Question,Coded,1662AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;38293041-2536-4567-8901-234567123456;49304152-3647-5678-9012-345678234567;50415263-4758-6789-0123-456789345678;61526374-5869-7890-1234-567890456789;142934AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,1,2
70566778-8990-6782-0126-4f5678abcde0,,,Triage Color Result,Triage Color,Final triage color category assigned to patient,Question,Coded,25899001-1223-9015-3459-9456789abcde;47011223-3445-1237-5671-b6789abcdef0;60900112-2334-0126-4560-4f0123456789;66566778-8990-6782-0126-a5678a012345;68788990-0112-8904-2348-c78a01234567,,1,2
1cfad561-a4b2-42b1-8b5b-7402f3f81d5e,,,Want to get pregnant for LAFP removal,Want pregnancy,Patient wants to get pregnant as reason for LAFP removal,Finding,N/A,,,1,1
4cf6d9a6-fd74-4978-b3db-12a50c1124c3,,,Breast skin involvement on examination,Breast skin involvement,Skin changes overlying the breast on clinical examination,Question,Coded,51d70167-c82e-47f6-93e4-b285bd8cf99d;130677AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;112934AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,1,1
55dc7075-2719-404d-ba87-5750238a1d0c,,,Colposcopy examination impression,Colposcopy finding,Colposcopic impression of cervical epithelium,Question,Coded,1115AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;145808AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;145805AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,1,1
7573565b-d0a4-4c55-aacc-45b4e28c7e72,,,Diagnosis category for post abortion encounter,PAC diagnosis category,Coded diagnosis category for the post abortion clinical encounter,Question,Coded,117242AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;164823AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;134100AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;5622AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,1,1
c0a51001-0000-4000-8000-000000000001,,,Family planning removal register record number,FP removal record no.,Medical record number (long-acting FP removal register),Question,Text,,,1,4
c0a51001-0000-4000-8000-000000000002,,,Family planning removal register remarks,FP removal remarks,Free-text remark (long-acting FP removal follow-up),Question,Text,,,1,4
c0a51001-0000-4000-8000-000000000003,,,Past medical history narrative,PMH narrative,Free-text past medical history narrative,Question,Text,,,1,4
c0a51001-0000-4000-8000-000000000004,,,Chief complaint category,CC category,Triage chief complaint (coded); answers are existing symptom concepts,Question,Coded,120749AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;4ad696eb-4426-4cf7-948b-48ef70a7749d;160689AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;142412AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;140238AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;139084AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;151AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;118350AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;113054AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;156238AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;117746AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;c9520082-199d-42f7-9d97-8fe1c5760aff;163AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;b6c7e832-6ac3-42fa-9886-eb3213e90a89;61587f91-8a80-4359-a91c-8264be4ac3d1;dab2cb8a-f42f-46a6-9a98-dbe9d0a8b21a;116543AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,1,4
b4222c91-c99a-420b-bfe6-b0719cd93c0a,,,HIV prevention target population category,Target population,Target population categories for HIV testing or prevention program,Question,Coded,160579AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;162198AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;9ace0312-2200-40c3-ac68-93f48c132988;162277AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;a1c83cfe-bc4d-4b81-b7b1-a594d43aa4c1;5622AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;164928AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;3248528a-079b-46a3-85f8-0d28183727cb;6e9e044e-e55e-44f5-8c4e-28a264cb9b77,,1,1
5d0c0685-a166-4bd9-95ad-75cced418761,,,Chief complaint set,Chief complaint set,Obs-group container for the triage chief complaint (category + notes),ConvSet,N/A,,5219AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;1a2b3c4d-5e6f-7890-abcd-ef1234567890,1,2
