Uuid,Void/Retire,Short name:en,Fully specified name:en,Fully specified name:fr,Data class,Data Type,Members,_order:500,Mappings|SAME-AS
073778f3-155a-4ef9-a2f9-b7afbe52eec8,,,Mersilk Braided Black Gauge 3.0(2/0) 100cm on 24 mm 1/2 Circle Reverse Cutting Needle,,Medical supply,N/A,,,DAGU Item:57590
8a555747-890d-496a-8145-b905b8970e92,,,Meri Silk Black Gauge 3.0 (2/0) 75cm on 35mm 1/2 Circle Round Bodied Needle,,Medical supply,N/A,,,DAGU Item:57593
026b5e77-fbf9-40a9-bc1e-4ae89b777463,,,Biohazard Bag Autoclaveable 24x36 Inch,,Medical supply,N/A,,,DAGU Item:58983
71594c80-232a-4d59-860a-cca1bef9a617,,,Endotracheal Tube Steriel Cuffed 6CH,,Medical supply,N/A,,,DAGU Item:59021
f55a09b6-3847-4ca2-9d0e-5ef83fa5cd8e,,,Catheter Ureteral 10CH,,Medical supply,N/A,,,DAGU Item:59022
434991ac-7007-45f1-a22d-f94341eb2a7b,,,Catheter Ureteral 14CH,,Medical supply,N/A,,,DAGU Item:59023
b8ceb5b0-b343-463a-9bb0-e6c259a5f5db,,,Catheter Ureteral 18CH,,Medical supply,N/A,,,DAGU Item:59024
424a7c52-7848-4f6b-b358-a17935324f2f,,,Catheter Ureteral 22CH,,Medical supply,N/A,,,DAGU Item:59025
4e121c49-89b3-4d64-bcc2-110ced8df2d8,,,Catheter Ureteral 24CH,,Medical supply,N/A,,,DAGU Item:59026
bb1f3858-3407-4d35-96ac-17e8c020cfa8,,,Face Mask with Face Shield Size 3M,,Medical supply,N/A,,,DAGU Item:59027
e11501b3-92d0-40ea-8e68-18cc27824e90,,,Face Mask Adult Standard Large Size 4M,,Medical supply,N/A,,,DAGU Item:59028
998706cf-e161-4a75-ad9c-cdd4ea7ba260,,,Polyamide Monofilament Gauge 0.2 (10/0) 38cm on 6mm 1/3 Circle Spatula Double Armed Rounded Needle,,Medical supply,N/A,,,DAGU Item:59029
80fc9177-3630-47de-a67d-e07f1d518f55,,,Polyamide Monofilament Gauge 0.2 (10/0) 38cm on 6mm 3/8 Circle Spatula Double Armed Rounded Needle,,Medical supply,N/A,,,DAGU Item:59030
eea5afef-b196-45ac-a254-b586a7198518,,,Mersilk Braided Black Gauge 2.0(3/0)75cm on 26mm 1/2 circle rounded bodied needle,,Medical supply,N/A,,,DAGU Item:59031
1dac0b2f-6ec6-4ef2-bc7b-fee7e5718c80,,,Naso Gastric Tube Sterile Adult 22CH,,Medical supply,N/A,,,DAGU Item:59032
4dce28e8-43e9-4f01-ae2b-480117daa074,,,Polyamide Monofilament Gauge 0.3(9/0) 30cm on 6.5mm 3/8 Circle round Bodied Spatula Double Armed Needle,,Medical supply,N/A,,,DAGU Item:59033
9a5a8b91-03f5-4c18-8c58-5a5ed3dd64ad,,,Tracheostomy Tube with 90 degree curvature size 3.0,,Medical supply,N/A,,,DAGU Item:59034
23368b80-acda-4144-96ec-e3dad8b8df00,,,Tracheostomy Tube Metallic with 90 degree curvature size 3.5,,Medical supply,N/A,,,DAGU Item:59035
a9d39098-9d4d-4d2b-8124-278c86528c14,,,Polyglycolic acid absorbable braided violet Gauge 0.4(8/0) 45cm on 8mm 1/2 Circle Round Bodied Needle,,Medical supply,N/A,,,DAGU Item:59036
73806343-340f-4f94-a691-93b3ce3abeea,,,Tracheostomy Tube with 90 degree curvature size 4.5,,Medical supply,N/A,,,DAGU Item:59037
982db488-c2f2-49e4-8fe8-692b60946b67,,,Tracheostomy Tube Metallic with 90 degree curvature size 5.0,,Medical supply,N/A,,,DAGU Item:59038
b3100aa4-2e1a-42b1-aa8d-3d42567e92ef,,,Tracheostomy Tube with 90 degree curvature size 9.0,,Medical supply,N/A,,,DAGU Item:59039
3423232f-08fb-4b7e-90de-bfb566790365,,,Polyglycolic acid absorbable braided violet Gauge 0.4(8/0) 45cm on 8mm 1/2 Circle Reverse Cutting Needle,,Medical supply,N/A,,,DAGU Item:59040
b8e543ff-1c44-4fd4-8d95-ffb3796f482f,,,Polyglycolic acid absorbable braided violet Gauge 3.0(2/0) 75cm on 27mm 1/2 Circle Round Bodied Needle,,Medical supply,N/A,,,DAGU Item:59041
dd19c02f-e557-45be-bebe-62dbd818122b,,,Polyglycolic acid absorbable braided violet Gauge 3.5(0) 75cm on 48mm 1/2 Circle Round Bodied Needle,,Medical supply,N/A,,,DAGU Item:59042
a0a7fc58-2dd2-4706-ad9b-3ce23a42a5e3,,,Polyglycolic acid absorbable braided violet Gauge 3.5(0) 75 cm on 48 mm 1/2 Circle Reverse Cutting Needle,,Medical supply,N/A,,,DAGU Item:59043
9c11e237-3b40-4ccb-8040-5c65118d0eae,,,Polyglycolic acid absorbable braided violet Gauge 4.0(1) 75 cm on 45 mm ½ Circle Round Bodied Needle,,Medical supply,N/A,,,DAGU Item:59044
84525253-b24b-4faa-8b33-2702c34cc55d,,,Polyglycolic acid absorbable braided violet Gauge 5.0(1) 75cm on 40mm 1/2 Circle Round Bodied Needle,,Medical supply,N/A,,,DAGU Item:59045
c942af95-76c7-4c43-8636-752a14019e12,,,Cat Gut Chromic Gauge 3.0(2/0) 75cm on 27mm 1/2 Circle Reverse Cutting Needle,,Medical supply,N/A,,,DAGU Item:59046
c174cd95-49f8-4e98-b704-d80fe7c394e4,,,Mersilk Braided Black Gauge 3.5(0) 75cm on 32 mm ½ Circle Round Bodied Needle,,Medical supply,N/A,,,DAGU Item:59047
2ca57097-738b-4508-bfef-546ef15b17e6,,,Mersilk Braided Black Gauge 3.0(2/0) 75cm on 33mm 1/2 Circle Reverse Cutting Needle,,Medical supply,N/A,,,DAGU Item:59048
2e1fa87d-4174-42e2-a02d-f0bf099cd089,,,Mersilk Braided Black Gauge 5.0(2) 75cm on 38mm 1/2 Circle Round Body Needle,,Medical supply,N/A,,,DAGU Item:59049
a5d78804-0677-4183-8aaa-64d2e00ab559,,,Mersilk Braided Black Gauge 6.0(3) 75cm on 40mm on 1/2 Circle Reverse Cutting Needle,,Medical supply,N/A,,,DAGU Item:59050
37a16894-03ae-404b-b28b-3c546c5361bf,,,Spinal Needle 10cm 26G,,Medical supply,N/A,,,DAGU Item:59051
e135545d-da09-49c8-a14f-478d04184224,,,Spinal Needle 6cm 22G,,Medical supply,N/A,,,DAGU Item:59052
b463d8b8-7531-4534-9735-8890bb9cb6ba,,,Spinal Needle 6cm 23G,,Medical supply,N/A,,,DAGU Item:59053
014f1947-47fb-4054-b744-49269b3cd384,,,Spinal Needle 6cm 24G,,Medical supply,N/A,,,DAGU Item:59054
f24c5fdd-d31d-4524-b7d5-b375954e77d6,,,Catheter Suction 18CH,,Medical supply,N/A,,,DAGU Item:59055
5900d20a-6685-4c7c-8c1e-0f4214d2e33c,,,Catheter Suction 26CH,,Medical supply,N/A,,,DAGU Item:59056
e973e5f7-6dbc-4e2b-b6c1-f489a96ba155,,,Spinal Needle 8cm 22G,,Medical supply,N/A,,,DAGU Item:59057
418536a4-036c-4d96-baf9-e3944d4302cc,,,Spinal Needle 8cm 23G,,Medical supply,N/A,,,DAGU Item:59058
b4fbbf02-5772-42b7-b911-e7308490ce27,,,Spinal Needle 8cm 24G,,Medical supply,N/A,,,DAGU Item:59059
5580563e-2a4e-4d2b-bf37-6456c0f25db8,,,Cerclage Wire 1.0 Diameter with 10m length,,Medical supply,N/A,,,DAGU Item:59060
9fa987a6-3b9c-43d8-8aba-6fd841a77f65,,,Cerclage Wire 1.4 Diameter with 10m length,,Medical supply,N/A,,,DAGU Item:59061
576f02b4-7466-4de6-9ea3-6eaa5099703f,,,Cerclage Wire 1.8 Diameter with 10m length,,Medical supply,N/A,,,DAGU Item:59062
48f4b368-d079-4c69-95d1-e4e68372bdf5,,,K wire 0.8mm Diameter with 15cm length,,Medical supply,N/A,,,DAGU Item:59063
77ccec62-0f5d-41a2-ace0-86fa11ddf455,,,K wire 1.2mm Diameter with 15cm length,,Medical supply,N/A,,,DAGU Item:59064
b29f4361-ccdf-4427-b8c6-7c911937056b,,,K wire 1.6mm Diameter with 25cm length,,Medical supply,N/A,,,DAGU Item:59065
116a0522-8ac1-4106-bfd3-b35da73ff524,,,K wire 2.0mm Diameter with 25cm length,,Medical supply,N/A,,,DAGU Item:59066
e3ba9836-92d3-4323-a848-33095fefd76d,,,K wire 2.6mm Diameter with 50cm length,,Medical supply,N/A,,,DAGU Item:59067
bc3237a3-46ef-4f01-9296-46ae95ac4c68,,,Naso Gastric Tube Sterile Adult 24CH,,Medical supply,N/A,,,DAGU Item:59068
9db37323-4ff7-40eb-b476-6e546b93a638,,,Naso Gastric Tube Sterile Adult 26CH,,Medical supply,N/A,,,DAGU Item:59069
d27a7521-60b6-45ee-aafc-4c78eac62fa6,,,T Tube 16G,,Medical supply,N/A,,,DAGU Item:59070
b907ee95-e4ff-4ad3-894f-081e5ea20418,,,T Tube 14G,,Medical supply,N/A,,,DAGU Item:59071
970c9651-a656-4301-90f4-c2e153e04a96,,,Dental Needle No 5,,Medical supply,N/A,,,DAGU Item:59072
cfb69314-8b45-495a-afad-0064cb9174f6,,,Dental Needle No 26,,Medical supply,N/A,,,DAGU Item:59073
08f6ad7f-edad-4f0c-ad44-71038bb294b6,,,Mersilk Braided Black Gauge 1.5(4/0) 75cm on 20mm 1/2 Circle Reverse Cutting Needle,,Medical supply,N/A,,,DAGU Item:59074
0cd41e79-fb0b-495d-94f1-023f530e0b92,,,Polyamide Monofilament Gauge 0.3(9/0) 30cm on 6.5mm 3/8 Circle round Bodied Spatula Single Armed Needle,,Medical supply,N/A,,,DAGU Item:59081
fdbd4c9f-a5b9-495a-8639-ea964aa2d460,,,Polyglycolic acid absorbable braided violet Gauge 5.0(2) 75cm on 40mm ½ Circle Round Bodied Needle,,Medical supply,N/A,,,DAGU Item:59082
17db9cb5-9d70-45e3-8e3c-99006bb9ea10,,,Dental Wire No 5,,Medical supply,N/A,,,DAGU Item:59083
441df2ff-3ffe-4c85-bb01-96114fb6cc56,,,Dental Wire No 26,,Medical supply,N/A,,,DAGU Item:59084
c2f57909-a585-4939-9d0d-da1a6bfef95c,,,Infant Quikheel Safety Lancet 1.0mm x 2.5mm,,Medical supply,N/A,,,DAGU Item:59085
e5fb9ce5-4370-4f19-b657-8461f41943d4,,,Microtainer Tube K2EDTA,,Medical supply,N/A,,,DAGU Item:59086
467bc10c-8cf1-4050-9c96-d3e12375a5f9,,,"Lab Wipe Poly,15x16.75in",,Medical supply,N/A,,,DAGU Item:59087
f52f069b-898e-44fc-a20a-1bc28f9c98ab,,,Polyamide Monofilament Gauge 0.2 (10/0) 38cm on 6mm 3/8 Circle Spatula Single Armed Rounded Needle,,Medical supply,N/A,,,DAGU Item:59088
23dd80ca-1453-4256-a718-c96149932f22,,,Naso Gastric Tube Sterile Adult 20CH,,Medical supply,N/A,,,DAGU Item:59094
d7903b2e-fcb6-4b58-97b2-6aa9c1c4b0a1,,,Polyglycolic acid absorbable braided violet Gauge 1.5(4/0) 75cm on 15mm 1/2 Circle Round Bodied Needle,,Medical supply,N/A,,,DAGU Item:59095
b862c109-59dd-4db5-8c4b-e55c9b5ccafe,,,Slide Box,,Medical supply,N/A,,,DAGU Item:59096
c284b353-3d49-4236-b2e9-dc1b88d134da,,,"Sputum Cup plastic,100ml",,Medical supply,N/A,,,DAGU Item:59197
717399ea-0144-47a6-b861-aa5f502513e0,,,Polyglycolic acid absorbable braided violet Gauge 0.7(6/0) 30cm on 12mm 1/2 Circle Round Bodied Needle,,Medical supply,N/A,,,DAGU Item:59198
0e61435e-06be-4420-aeb5-6d51eff704a5,,,"Blood Collecting Tube Serum Separator, 4ml",,Medical supply,N/A,,,DAGU Item:59207
63e61dbb-c71f-4281-87d0-fe3e3dfcb4b2,,,Special Marker Pen for Strips,,Medical supply,N/A,,,DAGU Item:59213
a6ced26d-ef44-4eba-aaff-c51dd4a3d34f,,,Cat Gut Chromic Gauge 3.5(2/0) 75cm on 27mm ½ Circle Reverse Cutting Needle,,Medical supply,N/A,,,DAGU Item:59215
74020cc5-21b5-4b79-85fe-0dd1a5976671,,,Polyglycolic acid absorbable braided violet Gauge 1.0(5/0) 45cm on 13mm 1/2 Circle Reverse Cutting Needle,,Medical supply,N/A,,,DAGU Item:59216
28b5439d-0fed-452d-9bfd-195308ae9194,,,Tracheostomy Tube Metallic with 90 degree curvature size 7.0,,Medical supply,N/A,,,DAGU Item:59217
78441221-7fff-4b93-a458-49dd616a7767,,,MTB PCR Workstation UV Light,,Medical supply,N/A,,,DAGU Item:59221
c1953d5f-7f72-47e4-a3dc-fdd647dc9a9d,,,MTB Desktop freeze storage box with Lid for 0.2ml PCR tubes,,Medical supply,N/A,,,DAGU Item:59227
90daebc8-c798-4942-ab6d-251075b6534e,,,MTB Mechanical Pipette Aids,,Medical supply,N/A,,,DAGU Item:59235
2aba917d-6e6a-434f-a30a-7b8c78aa878a,,,MTB Dispenser for disinfectants/soap,,Medical supply,N/A,,,DAGU Item:59236
6ca23f1f-d4ee-4469-9ffc-ce72662f6af9,,,MTB Paper Towel Box,,Medical supply,N/A,,,DAGU Item:59237
fda7dfc7-0a91-4f2a-91aa-fe7f1dd13e3e,,,MTB Goggles,,Medical supply,N/A,,,DAGU Item:59238
cec63ed5-2a72-4705-8f14-4faf3d8790ac,,,MTB Firs Aid Kit,,Medical supply,N/A,,,DAGU Item:59239
2c483ac7-c52e-4258-9e6e-67830188d24d,,,MTB Funnel Stainless steel discard,,Medical supply,N/A,,,DAGU Item:59240
db5983a1-399f-4189-868f-f0327af6a31e,,,MTB Caped Glass Tubes,,Medical supply,N/A,,,DAGU Item:59241
8e4dc578-649f-455a-9788-bfdb5ed4e262,,,MTB Set of Spatula,,Medical supply,N/A,,,DAGU Item:59247
ce89f6ef-ed87-4227-8c5c-e0cdf47dd0ab,,,MTB Floating Rack,,Medical supply,N/A,,,DAGU Item:59248
3b14cff9-3206-40c3-bb75-9b4200fc55cd,,,MTB Racks with Lids,,Medical supply,N/A,,,DAGU Item:59249
99880947-1228-4cd1-b1b0-698b716ec2cb,,,MTB Disposable Loops 10 µl,,Medical supply,N/A,,,DAGU Item:59257
7d04e163-62fc-41de-9505-ef1150212d89,,,MTB Racks Desinfectable / Autoclavable for 1.5/2 ml tubes,,Medical supply,N/A,,,DAGU Item:59258
f5f896c3-da61-4b96-89b8-0d3821bc8f16,,,MTB Safety Box for Liquid,,Medical supply,N/A,,,DAGU Item:59259
f16d64f6-a3f0-42c5-9db8-b1a3d85edb01,,,MTB Waste Container for Liquid,,Medical supply,N/A,,,DAGU Item:59261
f64cc62f-6306-456f-b854-6e21e7ca3b3d,,,MTB Waste Container for Solid,,Medical supply,N/A,,,DAGU Item:59262
1cddf8e3-1a9e-47bd-88db-16c5cd903ee5,,,MTB Racks for 1 Channel Pipette 4 Positions,,Medical supply,N/A,,,DAGU Item:59269
1fc15d25-66da-463d-9e7e-b70ee2eede93,,,MTB Culture Tubes with Screw cap,,Medical supply,N/A,,,DAGU Item:59275
6d112422-41b8-4918-99a8-29de21ec5ebb,,,"MTB Cryo Vial Sterile with cap, 1.5ml",,Medical supply,N/A,,,DAGU Item:59276
6eccd628-75e8-48fe-8e7a-c517ba1ab0c1,,,MTB Transparent Polypropylene Bag,,Medical supply,N/A,,,DAGU Item:59277
5132b9be-560f-4f0a-9572-b4b3d9bf5453,,,MTB Filter Paper round 185mm,,Medical supply,N/A,,,DAGU Item:59279
9401756f-79b2-4778-822f-7d0c6ecfeb6c,,,MTB Marker Pen,,Medical supply,N/A,,,DAGU Item:59280
535a1be4-0488-4dd1-9b12-87fb546bc4cf,,,MTB Adhesive labels,,Medical supply,N/A,,,DAGU Item:59281
9e7a484c-2e98-4c4e-b154-6ea268518ba4,,,MTB Cryo tags,,Medical supply,N/A,,,DAGU Item:59282
435eafa2-a158-425e-bfc6-d3dcb82513dd,,,MTB Aluminium foil,,Medical supply,N/A,,,DAGU Item:59283
dbad64c6-055d-4fe5-bb25-e340005085cf,,,MTB Tube Brush,,Medical supply,N/A,,,DAGU Item:59284
75c703eb-63e1-4039-8e8f-4438326b0b2a,,,MTB Masks FFP2 (N95) 3M 9320,,Medical supply,N/A,,,DAGU Item:59285
4c30b125-545c-4d21-a556-5d16c9f23777,,,MTB Liquid soap,,Medical supply,N/A,,,DAGU Item:59286
dc76a09d-2d0d-44fb-873e-179442989f7d,,,MTB Spray Head and 1L Bottels,,Medical supply,N/A,,,DAGU Item:59287
c8bb4439-7480-49ff-9a31-39d8ca84e988,,,MTB Plastic Bag made from PP,,Medical supply,N/A,,,DAGU Item:59288
fea94c85-b59d-41fc-9a1b-6c09786641ca,,,MTB Paper Towel single use,,Medical supply,N/A,,,DAGU Item:59289
29f234b2-aa47-466f-88a7-9e05ff7bd933,,,MTB Waste Container for Sharps,,Medical supply,N/A,,,DAGU Item:59290
a6ff494e-58e2-43cb-be62-44ce3200179e,,,MTB PCR Tube,,Medical supply,N/A,,,DAGU Item:59291
5a6733f6-6e5b-4ea4-9b26-a2a5fa2cd0de,,,MTB Rack for 50ml PP Tubes,,Medical supply,N/A,,,DAGU Item:59292
b5f750b2-c2a3-4602-97ef-d5237620b580,,,MTB Filter Paper Sheets,,Medical supply,N/A,,,DAGU Item:59293
ca4fd20c-9dbb-4722-86c7-c2729a3c7dcb,,,MTB Standard Reaction Tubes 1.5ml,,Medical supply,N/A,,,DAGU Item:59294
78f5a4e0-dd78-4b9f-9fda-0f991f54cae4,,,MTB Standard Reaction Tubes 2ml,,Medical supply,N/A,,,DAGU Item:59295
b6e827e8-454d-4b5e-977a-797e074fc586,,,MTB Slanted Racks,,Medical supply,N/A,,,DAGU Item:59297
823cc022-c73b-4404-b6ee-41538cc98a5f,,,MTB Rack for 15ml PP Tubes Universal Test Tube Rack 17mm,,Medical supply,N/A,,,DAGU Item:59299
93055213-0cea-40e9-970a-21acfba4c7c2,,,MTB Shoe Cover,,Medical supply,N/A,,,DAGU Item:59300
16ba022f-5f5e-4430-a126-8b8fec63d54d,,,MTB Hair Cover,,Medical supply,N/A,,,DAGU Item:59301
2cbc7303-bc1f-471f-ba40-efbbcbb1f1d9,,,MTB Deep Freezer Thermometer,,Medical supply,N/A,,,DAGU Item:59302
4956e44b-f33c-4bda-82ea-64867ac49cf2,,,MTB Plastic Bag 30L,,Medical supply,N/A,,,DAGU Item:59303
2e21fc66-5318-47c4-93c8-47f5183b74aa,,,MTB Plastic Bag Stand 30L,,Medical supply,N/A,,,DAGU Item:59304
19c2ad13-887e-41c8-b40b-a11e4acb4f96,,,MTB Thermometer for Oven,,Medical supply,N/A,,,DAGU Item:59305
254bc20f-5d19-4884-893e-8de467222917,,,MTB 4 Way Microtube Rack Rack 15ml/50ml,,Medical supply,N/A,,,DAGU Item:59306
160fb31b-7516-4a2e-bd43-c8f33c7f4347,,,MTB Rack Heat Resistant for Cryo Vial 1.5ml Modular Heating Blocks,,Medical supply,N/A,,,DAGU Item:59307
57be6ce1-4109-45d8-90d2-f9507b5d1f52,,,MTB Calibrated Thermometer,,Medical supply,N/A,,,DAGU Item:59308
22210fb4-bdc0-47d7-a615-3027d56b7a87,,,MTB Battery Pack for UPS 3000 VA,,Medical supply,N/A,,,DAGU Item:59309
f4484f57-c0bd-489b-86fc-429841ce1baa,,,MTB Desktop Deep freeze storage box with Lid for 1.5ml Cryovial Plastic,,Medical supply,N/A,,,DAGU Item:59310
d3288551-6417-490e-bc06-4a0f8e756fd2,,,MTB Surgical Gown Cotton M,,Medical supply,N/A,,,DAGU Item:59311
3d5962d7-0969-4e45-91fd-01687a78880d,,,MTB Surgical Gown Cotton L,,Medical supply,N/A,,,DAGU Item:59312
e2d07ca8-f7f4-414e-a633-65be9ba00694,,,MTB Disposable Nitril Glove size 6 7,,Medical supply,N/A,,,DAGU Item:59313
c17af160-a47d-468e-8a70-2e39610001dd,,,MTB Disposable Nitril Glove Size 7 8,,Medical supply,N/A,,,DAGU Item:59314
fa0135a8-71bc-4c53-a0f4-ff63c7b6959a,,,MTB Laboratory Coat Cotton M,,Medical supply,N/A,,,DAGU Item:59315
d0725b39-0cb4-430a-8a7c-89c617595618,,,MTB Marker Pen for PCR Tubes,,Medical supply,N/A,,,DAGU Item:59316
a4e1b898-7d2b-490b-a799-3b5176f8c9bc,,,MTB Special PH Indicator Strips,,Medical supply,N/A,,,DAGU Item:59317
e5bbf018-7105-4e3f-99c0-726132bab32d,,,"MTB Forceps, Individually wrap, Sterile",,Medical supply,N/A,,,DAGU Item:59319
1aed518b-40ce-4fd6-8360-a2b9cc193b09,,,MTB Magnetic Bars Set of 12,,Medical supply,N/A,,,DAGU Item:59320
0ac2e7ea-0326-400c-94b8-795666fb8564,,,MTB Laboratory Coat Cotton S,,Medical supply,N/A,,,DAGU Item:59321
624e6838-1a78-4da7-8d40-c204113ffe09,,,MTB Magnetic Bars,,Medical supply,N/A,,,DAGU Item:59323
9288f357-6a4d-4760-906f-4b1312eeeacf,,,"MTB Cryo Vial, Sterile with cap 2ml",,Medical supply,N/A,,,DAGU Item:59326
97b339c3-e58a-4361-8331-d17f2d51405a,,,Radiometer ABX800 Yearly Service Kit,,Medical supply,N/A,,,DAGU Item:59342
0c725d46-d216-47d5-bae6-7b1190c2d86f,,,Radiometer ABX800 AutoCheck Holder for Manual Transfer of AutoCheck,,Medical supply,N/A,,,DAGU Item:59343
61d97828-f449-4bb6-8336-b4743fd53741,,,Radiometer ABX800 AutoCheck Carousel for AutoCheck Ampoules,,Medical supply,N/A,,,DAGU Item:59344
8e9ad77f-e945-4eb1-85e1-b7b434e7ffb7,,,Radiometer ABX800 Valve Key for Cylinder,,Medical supply,N/A,,,DAGU Item:59345
78267693-fdf9-4bf4-9edd-b00738543628,,,Radiometer ABX800 Dummy Electrode,,Medical supply,N/A,,,DAGU Item:59346
e2874d09-e230-404b-9f47-20f3f51800af,,,Radiometer ABX800 Fan Filter,,Medical supply,N/A,,,DAGU Item:59347
66189f14-24e9-4460-bba2-dfbe6baf094e,,,Radiometer ABX800 Inlet Gasket,,Medical supply,N/A,,,DAGU Item:59348
c88a7280-8634-4866-8a55-bbc3a649e6a0,,,Radiometer ABX800 Pump Tube for Electrode Modules,,Medical supply,N/A,,,DAGU Item:59349
0221127f-647b-42c7-a958-0333c738f20d,,,Radiometer ABX800 Pump Tube for Solution Pump,,Medical supply,N/A,,,DAGU Item:59350
374bf9ed-d7de-46d7-a3b9-22fb1f4c4c89,,,Radiometer ABX800 Pump Tube for Waste Pump,,Medical supply,N/A,,,DAGU Item:59351
fb36ac55-c3d6-40dc-8288-ccbf5520b861,,,Radiometer ABX800 Reference Electrode,,Medical supply,N/A,,,DAGU Item:59353
e4df1346-df9f-4b66-b3cd-74d006f7e7c9,,,Radiometer ABX800 pCO2 Electrode,,Medical supply,N/A,,,DAGU Item:59354
cd68752b-1d56-4743-80a5-532228b443d2,,,Radiometer ABX800 pO2 Electrode,,Medical supply,N/A,,,DAGU Item:59355
32c218a6-6e25-42fb-b35d-487a37189df5,,,Radiometer ABX800 PH Electrode,,Medical supply,N/A,,,DAGU Item:59356
a121154b-9da5-4891-b8a3-1ec40780f687,,,Radiometer ABX800 Cl Electrode,,Medical supply,N/A,,,DAGU Item:59357
2f9a0899-65ae-458d-b092-fb7f18e44f93,,,Radiometer ABX800 K Electrode,,Medical supply,N/A,,,DAGU Item:59358
930b4548-3a30-4892-afe0-0d079ab04cd6,,,Radiometer ABX800 Ca Electrode,,Medical supply,N/A,,,DAGU Item:59359
7a81e3eb-64ee-4a13-b84a-4f4fb265e230,,,Radiometer ABX800 Na Electrode,,Medical supply,N/A,,,DAGU Item:59360
3784a706-969f-4a7e-86bc-ad8681f6a20f,,,Radiometer ABX800 Glucose Electrode,,Medical supply,N/A,,,DAGU Item:59361
f8bf1c2b-8114-45fe-aa92-b80bc1df4c50,,,Radiometer ABX800 Lactate Electrode,,Medical supply,N/A,,,DAGU Item:59362
0ab4f3d0-e01c-4aeb-8a5e-5ff5b15ad27a,,,Radiometer ABX800 Calibration Gas 2 On Board Gas Bottle,,Medical supply,N/A,,,DAGU Item:59363
0a0f2193-98be-4d14-9531-f01911c4ecad,,,Radiometer ABX800 22Gx25mm Arterial Blood Sampler with 22Gx25mm Needle,,Medical supply,N/A,,,DAGU Item:59364
eff535f2-d843-42c8-a0da-83057f8df185,,,Radiometer ABX800 Calibration Gas 2 10 bar On Board Gas Bottle,,Medical supply,N/A,,,DAGU Item:59365
d3a7e04e-722d-4e37-b9ad-da289a02ac4e,,,Radiometer ABX800 Reference Membrane,,Medical supply,N/A,,,DAGU Item:59366
29ece816-1da6-4457-a372-06ee8e1b2d99,,,Radiometer ABX800 pCO2 Membrane Box,,Medical supply,N/A,,,DAGU Item:59367
33156707-aa91-4672-9a15-2f87b8418732,,,Radiometer ABX800 pO2 Membrane Box,,Medical supply,N/A,,,DAGU Item:59368
08194641-958a-4604-a0aa-a00609ef3b43,,,Radiometer ABX800 Cl Membrane Box,,Medical supply,N/A,,,DAGU Item:59369
eafa7f56-e56e-459a-9a96-ef0e4e3f2c1f,,,Radiometer ABX800 K Membrane Box,,Medical supply,N/A,,,DAGU Item:59370
62dece07-6ad7-4023-b2c6-0c1cfff1714a,,,Radiometer ABX800 Ca Membrane Box,,Medical supply,N/A,,,DAGU Item:59371
e22b748f-cc25-4503-b9ff-a110782c9a1d,,,Radiometer ABX800 Na Membrane Box,,Medical supply,N/A,,,DAGU Item:59372
b6481408-c6c3-4379-b111-1f725fea6da3,,,Radiometer ABX800 Glucose Membrane Box,,Medical supply,N/A,,,DAGU Item:59373
34a0deef-365f-447e-a933-e7e9d47ef513,,,Radiometer ABX800 Lactate Membrane Box,,Medical supply,N/A,,,DAGU Item:59374
0ea0b966-a31a-4c56-9995-1025e3b010d4,,,Radiometer ABX800 Disposable Waste Container,,Medical supply,N/A,,,DAGU Item:59375
bed55c09-2603-40a9-9190-d8914a661bca,,,Radiometer ABX800 Thermal Paper,,Medical supply,N/A,,,DAGU Item:59376
6deac62e-b1a7-4e80-a600-08547a2fc398,,,Radiometer ABX800 Calibration Gas 1 On Board Gas Bottle,,Medical supply,N/A,,,DAGU Item:59458
2008d7a2-a0ec-4416-9227-6002eced7f17,,,Endotracheal Tube Sterile Cuffed 10CH,,Medical supply,N/A,,,DAGU Item:59467
7ce33ebd-0628-42b9-a222-0f95e8954be7,,,UniCel DxH Slide Maker Stainer SMS Slides,,Medical supply,N/A,,,DAGU Item:59563
6eaea5a6-2d42-4387-91ce-7b51bdd5f95c,,,Cobas C 311 Sample Cup,,Medical supply,N/A,,,DAGU Item:59624
5d1576e3-d4d8-4597-adb8-492d690196aa,,,Cobas C 311 Halogen Lamp 12V/50W,,Medical supply,N/A,,,DAGU Item:59626
6b81c226-1102-4c28-ab17-3a31b357004a,,,Cobas C 311 Micro Sample Cup 13/16,,Medical supply,N/A,,,DAGU Item:59627
f953391a-ea50-4bdb-9a6a-c00fe14d3c2b,,,Cobas C 311 Sipper Nozzle,,Medical supply,N/A,,,DAGU Item:59628
44d392ac-a102-4509-bedd-961b2d22b21a,,,Cobas C 311 Sipper Tube,,Medical supply,N/A,,,DAGU Item:59629
1eb0d4af-c846-480c-80fb-1317a32a17c8,,,Cobas C 311 Cell Set,,Medical supply,N/A,,,DAGU Item:59634
15dad3cb-3696-44f4-9173-e9b8cc6cc57b,,,Cobas 6000 CalSet Vial,,Medical supply,N/A,,,DAGU Item:59636
c2ee15bb-0b46-4a2a-bca0-5036f5e1a0e0,,,Cobas 6000 Assay Tip,,Medical supply,N/A,,,DAGU Item:59637
0fd2fbc5-4c4c-4468-b8a9-a5f0ad32a426,,,Cobas 6000 Sample Cup,,Medical supply,N/A,,,DAGU Item:59639
