Uuid,Void/Retire,Same as mappings,Fully specified name:en,Short name:en,Description:en,Data class,Data type,Answers,Members,_version:1,_order:1
6314253b-8758-678j-3012-4ef56789abcd,,,Long distance truck drivers,Long distance drivers,Long distance truck drivers requiring targeted family planning services,Finding,N/A,,,1,20
7425364c-9869-789k-4123-5ef6789abcde,,,Mobile workers and daily laborers,Mobile workers,Mobile workers and daily laborers requiring targeted family planning services,Finding,N/A,,,1,21
8536475d-0970-890l-5234-6ef789abcdef,,,Prisoners and incarcerated persons,Prisoners,Prisoners and incarcerated persons requiring targeted family planning services,Finding,N/A,,,1,22
9647586e-1081-901m-6345-7ef89abcdef0,,,Orphans and vulnerable children,OVC,Orphans and vulnerable children requiring targeted family planning services,Finding,N/A,,,1,23
0758697f-2192-012n-7456-8ef9abcdef01,,,Children of people living with HIV,Children of PLHIV,Children of people living with HIV requiring targeted family planning services,Finding,N/A,,,1,24
1869708a-3203-123o-8567-9efabcdef012,,,Partners of people living with HIV,Partners of PLHIV,Partners of people living with HIV requiring targeted family planning services,Finding,N/A,,,1,25
2970819b-4314-234p-9678-0fabcdef0123,,,Other target population specify,Other target population,Other target population category not listed above requiring specification,Finding,N/A,,,1,26
3081920c-5425-345q-0789-1abcdef01234,,,General population category,General population,General population not in specific high-risk target categories,Finding,N/A,,,1,27
0758697d-2192-012x-7456-8f9abcdef012,,,Want to get pregnant for LAFP removal,Want pregnancy,Patient wants to get pregnant as reason for LAFP removal,Finding,N/A,,,1,28
6314253f-8758-678t-3012-4def0123456a,,,IUD removal quantity,IUD removed,Number of intrauterine devices removed during LAFP removal procedure,Question,Numeric,,,1,29
7425364a-9869-789u-4123-5ef01234567b,,,Jadelle removal quantity,Jadelle removed,Number of Jadelle implants removed during LAFP removal procedure,Question,Numeric,,,1,30
8536475b-0970-890v-5234-6f012345678c,,,HIV test offered to patient,HIV test offered,Question asking if HIV test was offered to patient during LAFP removal visit,Question,Coded,1065AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;1066AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,1,31
9647586c-1081-901w-6345-701234567890,,,HIV test performed on patient,HIV test performed,Question asking if HIV test was actually performed on patient during LAFP removal visit,Question,Coded,1065AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;1066AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,1,32
3081920f-5425-345h-0789-2ef23456789b,,,Post removal contraceptive provided,Post removal contraceptive,Question asking if contraceptive method was provided to patient after LAFP removal,Question,Coded,1065AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;1066AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,1,33
