Uuid,Void/Retire,Same as mappings,Fully specified name:en,Short name:en,Description:en,Data class,Data type,Answers,Members,_version:4,_order:1
4c5d6e7f-8091-429a-dbcd-456789abcdef,,,Leprosy disability grade right hand,Hand R grade,Numeric disability grade recorded for right hand in leprosy disability assessment.,Question,Numeric,,,1,1
4d567890-1234-5678-4d56-789012345678,,,Next follow-up appointment date,Next appointment,Date of the next scheduled follow-up appointment for the child.,Question,Date,,,1,1
4d5e6f70-8192-4a89-ab01-23456789abcd,,,Household contact screened status,Contact screened,Whether the listed household contact has been screened for leprosy.,Question,Coded,1065AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;1066AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,1,1
4e152637-4859-484e-e95f-607182930415,,,Initial treatment outcome category,Initial outcome,Outcome status at completion of initial treatment course.,Question,Coded,5f263748-5960-495f-fa60-718293041526;6a374859-6071-4a60-ab71-829304152637;7b485960-7182-4b71-bc82-930415263748;8c596071-8293-4c82-cd93-041526374859;9d607182-9304-4d93-dea4-152637485960,,1,1
4ebc56de-78f0-4239-d3ab-cdef01234567,,,VIA negative screening result,VIA negative,Visual inspection with acetic acid screening result documented as negative,Finding,N/A,,,1,1
56677889-9001-40fc-0e56-112233445667,,,Linked to drug-resistant tuberculosis treatment initiation center,Linked to DR TB TIC,Action category indicating linkage to drug-resistant tuberculosis treatment initiation center.,Finding,N/A,,,1,1
567890ab-0112-4901-f012-012345678923,,,Index case testing status,Index tested,Question asking whether the index malaria case was tested,Question,Coded,1065AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;1066AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;1175AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,1,1
59c93041-5263-495f-da60-374859607182,,,Meglumine antimoniate regimen,Meglumine antimoniate,Meglumine antimoniate glucantime regimen documented.,Finding,N/A,,,1,1
5a0b1c2d-3e4f-4960-8a71-b2c3d4e5f607,,,Travel history for leishmaniasis case,Travel history,Travel history relevant to exposure risk before leishmaniasis diagnosis.,Question,Coded,1065AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;1066AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,1,1
5c6d7e8f-9001-4562-c4bc-718293a4b5cd,,,Casual tuberculosis contact category,Casual contact,Contact is registered as casual tuberculosis exposure category.,Finding,N/A,,,1,1
5c6d7e8f-9001-4890-5678-901234567812,,,Rapid diagnostic test method,RDT method,Malaria diagnosed by rapid diagnostic test,Finding,N/A,,,1,1
5d6e7f80-91a2-43ab-ecde-56789abcdef0,,,Leprosy disability grade left hand,Hand L grade,Numeric disability grade recorded for left hand in leprosy disability assessment.,Question,Numeric,,,1,1
5e678901-2345-6789-5e67-890123456789,,,Childhood illness outcome notes,Illness outcome,Free text notes documenting the outcome of the childhood illness visit or treatment episode.,Question,Text,,,1,1
5f263748-5960-495f-fa60-718293041526,,,Treatment outcome cured,Cured,Patient cured at treatment outcome assessment.,Finding,N/A,,,1,1
5fcd67ef-8901-434a-e4bc-def012345678,,,VIA positive not eligible for cryotherapy,VIA positive no cryo,Visual inspection with acetic acid positive result where client is not eligible for cryotherapy,Finding,N/A,,,1,1
63d7303b-be32-4a7e-b03e-95edbdaa35fc,,,HBV follow-up status code 7,HBV FU 7,Seventh local coded follow-up status for hepatitis B register.,Finding,N/A,,,1,1
674b473f-e7d0-4614-9efa-8e72d8e2f084,,,Immunization not started (narrative documentation),Immunization not started note,"Free text when the child's national immunization schedule or program path (for example IMNCI birth-dose B2) has not been started, for register or follow-up documentation.",Question,Text,,,1,1
67788990-0112-41ad-1f67-223344556778,,,Tuberculosis preventive treatment initiated,TPT started,Action category indicating tuberculosis preventive treatment has been initiated.,Finding,N/A,,,1,1
678901bc-1223-4012-0123-123456789034,,,FTAT investigation start date,FTAT start,Date when the focal test and treat malaria investigation was started,Question,Date,,,1,1
6972fb07-fc7e-4650-b3b3-618890fd45e6,,,Co-infection with HIV and HCV,Co-infect HIV+HCV,Active or documented HIV and hepatitis C co-infection in a person with hepatitis B.,Finding,N/A,,,1,1
6a1b2c3d-4e5f-4a60-8b71-c2d3e4f50617,,,New case status,New,Indicates a newly identified case.,Finding,N/A,,,1,1
6a374859-6071-4a60-ab71-829304152637,,,Treatment outcome referred,Referred,Patient referred out at treatment outcome assessment.,Finding,N/A,,,1,1
6ade78f0-9012-445b-f5cd-ef0123456789,,,VIA positive eligible for cryotherapy,VIA positive cryo eligible,Visual inspection with acetic acid positive result where client is eligible for cryotherapy,Finding,N/A,,,1,1
6d7e8f90-0112-4673-d5cd-8293a4b5c6de,,,Non-contact eligible group category,Other non-contact,Registered person belongs to another eligible group without direct contact exposure.,Finding,N/A,,,1,1
6d7e8f90-0112-4901-6789-012345678923,,,Clinical diagnosis method,Clinical Dx,Diagnosis made clinically based on symptoms without laboratory confirmation,Finding,N/A,,,1,1
6e7f8091-a2b3-44bc-fdef-6789abcdef01,,,Leprosy disability grade right foot,Foot R grade,Numeric disability grade recorded for right foot in leprosy disability assessment.,Question,Numeric,,,1,1
6ed306d8-c0c7-4573-9366-df111f8f56cd,,,Pre-extensively drug-resistant tuberculosis,Pre-XDR TB,Tuberculosis resistant to rifampicin or MDR pattern with additional resistance meeting pre-XDR definition.,Finding,N/A,,,1,1
6f43baae-c6ed-49b2-91a3-a740cf18560e,,,HBV treatment indication code 5,HBV ind 5,Fifth coded treatment indication or eligibility reason in local hepatitis B register.,Finding,N/A,,,1,1
6f789012-3456-7890-6f78-901234567890,,,General clinical remarks,Remarks,Free text field for general clinical remarks or additional notes about the encounter.,Question,Text,,,1,1
7019aea1-fb85-4bcd-9c55-b2ca8d7bb282,,,Vision-related disability,Vision loss,Patient has or is documented as having disability primarily related to vision or sight for inclusive care records,Finding,N/A,,,1,1
710a8e24-a210-4772-a78a-05cf025e1f72,,,Hepatitis C treatment stopped,HCV tx stopped,Whether hepatitis C antiviral treatment was stopped before planned completion.,Question,Coded,1065AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;1066AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,1,1
78899001-1223-42be-2078-334455667889,,,Released from tuberculosis contact care,Released from TB care,Action category indicating contact has been released from tuberculosis follow-up care.,Finding,N/A,,,1,1
789012cd-2334-4123-1234-234567890145,,,FTAT investigation end date,FTAT end,Date when the focal test and treat malaria investigation was completed,Question,Date,,,1,1
7a2fc273-bfbd-454b-942a-ed595abd2a44,,,HBV treatment discontinuation reason code 3,HBV disc 3,Third local coded reason for discontinuing hepatitis B treatment.,Finding,N/A,,,1,1
7a96ad3d-099a-4f46-a672-cecc67cd5a69,,,Sofosbuvir with ribavirin regimen,Sof+RBV,Sofosbuvir combined with ribavirin (two-drug regimen) for hepatitis C treatment.,Finding,N/A,,,1,1
7aeaadf2-a0b1-4753-a041-12cd1ca0b98c,,,HBV antiviral regimen code 4,HBV rx code 4,Fourth local coded antiviral regimen option for hepatitis B register.,Finding,N/A,,,1,1
7b2c3d4e-5f60-4b71-9c82-d3e4f5061728,,,Months sick before admission,,Number of months the patient was ill before admission for current episode.,Question,Numeric,,,1,1
7b485960-7182-4b71-bc82-930415263748,,,Treatment outcome defaulted,Defaulted,Patient defaulted treatment before completion.,Finding,N/A,,,1,1
7bef8901-a123-456c-067d-f0123456789a,,,Suspicious cervical lesion on screening,Suspicious lesion,Screening finding suggestive of possible invasive cervical cancer requiring further evaluation,Finding,N/A,,,1,1
7e8f9001-1223-4012-789a-123456789034,,,Malaria test result,Malaria result,Result of malaria diagnostic test including parasite species identified,Question,Coded,664AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;5dd7e8f9-3b0c-123d-567e-345678901234;6ee8f9a0-4c1d-234e-678f-456789012345;8f900112-2334-4123-89ab-234567890145,,1,1
7e8f9001-1223-4784-e6de-93a4b5c6d7ef,,,HIV status of tuberculosis contact,HIV status contact,HIV status category for the tuberculosis contact being screened.,Question,Coded,1228AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;1229AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;1402AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,1,1
7f8091a2-b3c4-45cd-0ef0-789abcdef012,,,Leprosy disability grade left foot,Foot L grade,Numeric disability grade recorded for left foot in leprosy disability assessment.,Question,Numeric,,,1,1
8091a2b3-c4d5-46de-1f01-89abcdef0123,,,Leprosy overall disability status score,Disability status,Overall numeric disability status value captured for leprosy assessment at visit.,Question,Numeric,,,1,1
82930415-2637-4c82-ed93-4e5f60718293,,,Concomitant opportunistic infections,Concomitant OI,Opportunistic or co-existing infections documented with current diagnosis.,Question,Coded,18c7d8e9-eafb-82ff-45cc-7b43cef60b29;233AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;93041526-3748-4d93-fea4-5f6071829304;b4634d4e-f379-4136-a1a0-0c17555f8d65;5622AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,1,1
82c3a519-cbfe-463a-81b5-8ebc4ba4ea69,,,HCV treatment follow-up week 0,FU week 0,Follow-up visit at week 0 in local hepatitis C treatment protocol.,Finding,N/A,,,1,1
831a4037-2511-4c35-b483-2579aefb9675,,,Mobility-related disability,Mobility impairment,Patient has or is documented as having disability primarily related to mobility or ambulation for inclusive care records,Finding,N/A,,,1,1
87606a08-2e4d-48d8-9d8b-5b15ff3a4f5e,,,HBV follow-up status code 6,HBV FU 6,Sixth local coded follow-up status for hepatitis B register.,Finding,N/A,,,1,1
887aaa6a-5fec-4a12-b34a-086809d546ea,,,HCV register follow-up status code 3,HCV FU 3,Third local coded follow-up status for hepatitis C treatment register.,Finding,N/A,,,1,1
89900112-2334-43cf-3189-445566778990,,,Tuberculosis preventive treatment start date,TPT start date,Date when tuberculosis preventive treatment was started for the contact.,Question,Date,,,1,1
89abcdef-3445-4234-2345-345678901256,,,Index case tested and identified,Index identified,Question asking whether the index malaria case was tested and identified in foci investigation,Question,Coded,1065AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;1066AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,1,1
8b2a3cce-c33d-4d65-96be-81e7c9833117,,,Death during hepatitis C treatment episode,Died HCV care,Whether the patient died during the hepatitis C treatment episode captured by this register.,Question,Coded,1065AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;1066AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,1,1
8c3d4e5f-6071-4c82-ad93-e4f506172839,,,Pregnancy status in leishmaniasis case,Pregnancy status,Whether the patient with leishmaniasis is currently pregnant.,Question,Coded,1065AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;1066AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,1,1
8c596071-8293-4c82-cd93-041526374859,,,Treatment outcome died,Died,Patient died during treatment episode.,Finding,N/A,,,1,1
